"1","What is the name of the system that is reliant on the installation of GSMR as the data and speech carrier?","Global System for Mobile communications GSMR "
"2","What is the name of the global system for mobile communications?","GSMR "
"3","The testing and installation of the system for UK ETCS is running in parallel with what?","Cambrian Line trials "
"4","What systems are being upgraded?","UK train radio system and fixed telephone network "
"5","What will the failure of the GSMR project to maintain parallel implementation with ETCS do?","Delay the implementation of train control interoperability in the UK "
"6","What is an issue for GSMR?","Bandwidth "
"7","What could happen to the system?","Emergency traffic might overload the system "
"8","What will require GSMR or satellite based train control systems?","Ground based validation passive Eurobalises "
"9","What is the name of the railway that will allow trains to move freely between ETCS fitted highspeed lines and community railways?","Conventional Community Railways "
"10","The ETCS technical requirements for conventional railways are not yet published but it is very likely that what?","The equipment will be similar to and compatible with that required for highspeed lines "
"11","What will allow trains to move freely between ETCS fitted highspeed lines and community railways without?","Dual fitting of different systems "
"12","Why is it inevitable that existing conventional railways will continue to use the systems that are currently standard in the country of origin?","Existing conventional railways will continue to use the systems that are currently standard in the country of origin and that the progress towards commonality will be slow "
"13","What will be designed and built to accommodate ETCS equipment?","Existing rolling stock and signalling equipment "
"14","On what network could the Eurostar fleets operate?","Existing railway network "
"15","What fleet has already been achieved on?","Eurostar fleets "
"16","What should be converted to ETCS?","Conventional lines "
"17","Which metro systems are already fitted with more or less advanced train protection system?","The Metros and Light Railways "
"18","What country moves to standardise a unified European Urban ATP system?","European Union "
"19","What is a long term objective of standardising a unified European Urban ATP system?","Implementation of this is likely to be a longterm objective since most operators have their own standards "
"20","What could the benefits of a unified metro train protection lead to?","Substantial reductions in replacement costs "
"21","What must be addressed in the UK?","Questions of interfaces with main line railways "
"22","In the UK, what two main line railway systems share lines with Network Rail?","London Underground and the Newcastle Metro "
"23","London Underground and Newcastle Metro share lines with what?","Network Rail "
"24","What will happen on shared and adjacent routes?","Electromagnetic interference "
"25","What will electromagnetic interference be applied to adjacent to main line systems?","Light rail routes "
